source,name,username,profile_url,phone,whatsapp_url,trade,area,followers,bio,generated_site_url
batch2-no-website,VIP beauty salon,vip.beauty.salon.dmcc,https://www.instagram.com/vip.beauty.salon.dmcc/,+971581123013,https://wa.me/971581123013,Ladies salon,"England Cluster X09, IC",2449,VIP beauty salon  | 📍Location: JLT cluster F | 🏢HDS Tower |  🗓️PLEASE CALL FOR AN APPOINTMENT | 📲+971 581123013 | 📲+971 55 651 7383 | ⏰OPENING -EVERYDAY 10AM-10PM,https://uae-preview-sites-batch1.vercel.app/vip-beauty-salon-dmcc
batch2-no-website,France Angella Sia,franceangellasia,https://www.instagram.com/franceangellasia/,+971525781350,https://wa.me/971525781350,Ladies salon,"England Cluster X09, IC",23,,https://uae-preview-sites-batch1.vercel.app/franceangellasia
batch2-no-website,Lamsat Taraf Ladies Saloon,lamsattarfladiessaloon,https://www.instagram.com/lamsattarfladiessaloon/,,,Home massage + nails,Dubai / SHJ / Ajman,25,"✨ Relax. Renew. Rejuvenate. ✨ | At Lamsat Taraf Ladies Saloon, we believe self-care isn’t a luxury — it’s essential 💆‍♀️ | 🌸Dubai🌸Sharjah🌸Ajman",https://uae-preview-sites-batch1.vercel.app/lamsattarfladiessaloon
batch2-no-website,Diamond House Beauty Salon,diamondhousebeauty_salon,https://www.instagram.com/diamondhousebeauty_salon/,+971545384444,https://wa.me/971545384444,Ladies salon,Sharjah shop,2230,Diamond House Beauty Salon 💎 | Premium service | Hair • Lashes • Nails • Facial | Henna • Waxing | 📍 Sharjah | جمالكِ يهمّنا ✨ | 📲 WhatsApp Booking And location,https://uae-preview-sites-batch1.vercel.app/diamondhousebeauty-salon
batch2-no-website,Bohemian Henna Event Artist Dubai,hennatattoodubai,https://www.instagram.com/hennatattoodubai/,,,Henna artist,Dubai events,12360,Halal & Haram tattoo artist | Dubai Bling | TikTok 600k | All body henna @ladies_henna @bohemiantattoodxb | 👇🏻 Book henna activation for event,https://uae-preview-sites-batch1.vercel.app/hennatattoodubai
batch2-no-website,Dubai Alteration | Tailoring Services,dubaialteration,https://www.instagram.com/dubaialteration/,+971545954408,https://wa.me/971545954408,Doorstep tailor,Dubai homes,6,👗 Dubai’s Trusted Clothing Alteration Experts   | 🧵 Custom Fits | Repairs | Restyling   | 🚗 Pick & Drop Across Dubai   | 📩 DM to Book | Fast Turnaround,https://uae-preview-sites-batch1.vercel.app/dubaialteration
batch2-no-website,Power Drive Auto Maintenance Garage,powerdrive.ae,https://www.instagram.com/powerdrive.ae/,+971561703198,https://wa.me/971561703198,Car garage,"Al Sajaa, Sharjah",387,"🔧 Power Drive Auto Garage | Al Sajaa, Sharjah 🚗 Engine • AC • Oil • Brakes • Body Shop • Full Car Service 📞 Call / WhatsApp for queries 0561703198",https://uae-preview-sites-batch1.vercel.app/powerdrive-ae
batch2-no-website,Masira M,masira.henna,https://www.instagram.com/masira.henna/,,,Henna artist,Sharjah / Dubai / Ajman,247,Certified Henna Artist (16  years experience) | Affordable Henna | DM for more information and rates,https://uae-preview-sites-batch1.vercel.app/masira-henna
batch2-no-website,Henna artist ajman,henna.bloom_by.muskan,https://www.instagram.com/henna.bloom_by.muskan/,+971507061435,https://wa.me/971507061435,Henna artist,"Nuaimiya 1, Ajman",91,"I am home based Henna Artist | Only home service, No outside orders❌ | ~Hennaproductsavail | Dm for orders & queries | Whatsapp: +971 507061435 | 📍Ajman, UAE 🇦🇪",https://uae-preview-sites-batch1.vercel.app/henna-bloom-by-muskan
batch2-no-website,Quirky Cravingz Bakery in Dubai,quirkycravingz_dubai,https://www.instagram.com/quirkycravingz_dubai/,+971551959656,https://wa.me/971551959656,Home baker,Dubai,1960,5000+ Cakes Delivered in Dubai 🎂 | Premium Eggless Cakes • Hampers  | Pre-order via WhatsApp 📲 | Delivery available,https://uae-preview-sites-batch1.vercel.app/quirkycravingz-dubai
batch2-no-website,Fabiano Hair,fabianohairoficial,https://www.instagram.com/fabianohairoficial/,,,Mobile barber,Dubai homes / hotels,28647,Private Grooming & Hair Specialist | Hair Systems | Men’s Grooming | By Appointment Only | Dubai,https://uae-preview-sites-batch1.vercel.app/fabianohairoficial
batch2-no-website,UPGRADE Barbershop JVC,upgrade.cut,https://www.instagram.com/upgrade.cut/,+971528327473,https://wa.me/971528327473,Mobile barber,JVC / JLT / Arjan / Barsha South,582,Elevate Your Grooming Game at Upgrade Barbershop JVC 💈 | Expert Barbers & Top-Notch Service | Book Your Appointment Today! 📅  | ☎️(04) 445 6096,https://uae-preview-sites-batch1.vercel.app/upgrade-cut
batch2-no-website,Minabridalmakeup🇦🇪,mina_makeup_dubai,https://www.instagram.com/mina_makeup_dubai/,+971558905323,https://wa.me/971558905323,Freelance MUA,Dubai,3483,💍 Specializing in Bridal & Luxury Glam | 📍 Based in Dubai | Available across UAE 🇦🇪 | 💄 Enhancing your natural beauty for your big day. | +971558905323,https://uae-preview-sites-batch1.vercel.app/mina-makeup-dubai
batch2-no-website,Munaza Rehman- Bridal make up Artist,munazarehman,https://www.instagram.com/munazarehman/,+971507737850,https://wa.me/971507737850,Bridal MUA,"Al Majaz 3, Sharjah",26624,🎓Certified @talalmorcos @zahraabdusaleh @pallavinarulaartistry  | 👰‍♀️ Bridal Specialist  | 📞 +971 588213678 | 📲 WhatsApp👇🏻,https://uae-preview-sites-batch1.vercel.app/munazarehman
batch2-no-website,SANIA |  DUBAI MAKEUP ARTIST,beautiflywithsania,https://www.instagram.com/beautiflywithsania/,+971508487450,https://wa.me/971508487450,Bridal MUA,Dubai,5560,🎓 𝗖𝗲𝗿𝘁𝗶𝗳𝗶𝗲𝗱 𝗕𝘆- @samairasandhu 🇮🇳 | 👩‍💻 𝗕𝗿𝗶𝗱𝗮𝗹 / 𝗘𝗱𝗶𝘁𝗼𝗿𝗶𝗮𝗹 / 𝗠𝗶𝗻𝗶𝗺𝗮𝗹 Glam | 📞  +971508487450,https://uae-preview-sites-batch1.vercel.app/beautiflywithsania
batch2-no-website,مدرس خصوصي | دروس خصوصية | مدرس رياضيات | مدرس فيزياء | كيمياء,unitutor.uae,https://www.instagram.com/unitutor.uae/,+971553220300,https://wa.me/971553220300,Home tutor,UAE homes / online,1857,دروس خصوصية | مدرس جامعي | مدرس ثانوي  | التحضير لاختبارات القبول الجامعي  | التحضير لاختبارات طيران الامارات  | Sat | emsat | APS | AP | IGCSE | BI,https://uae-preview-sites-batch1.vercel.app/unitutor-uae
batch2-no-website,AL SHAMSI KEY CUTTING AJMAN,shamsi_key_,https://www.instagram.com/shamsi_key_/,+971567621921,https://wa.me/971567621921,Key cutting,Ajman Industrial,44,"🇦🇪🗝️ Expert duplication & cutting for homes, offices, & cars 🔒 | 📞 +971567621921, + ,0504848114  | 📍Ajman Industrial Area 2,Ajman Al Muwaihat 3",https://uae-preview-sites-batch1.vercel.app/shamsi-key
batch2-no-website,GULFKEY CUTTING,gulfkey_cutting,https://www.instagram.com/gulfkey_cutting/,+971509919871,https://wa.me/971509919871,Mobile locksmith,Dubai / Sharjah / Ajman,101,🔑 نسخ وبرمجة جميع أنواع مفاتيح السيارات الحديثة | ⚙️ برمجة كمبيوترات السيارات (ECU – TCM) | 💨 صيانة وبرمجة نظام الـ AIRBAG | 0509919871 | ‏‪056 285 5662,https://uae-preview-sites-batch1.vercel.app/gulfkey-cutting
batch2-no-website,Afro Trim Barber Salon,afro_trim_,https://www.instagram.com/afro_trim_/,+971508423221,https://wa.me/971508423221,Gents salon,"Al Khail Gate, Al Quoz",780,"📍Al Khail Gate, Al Quoz, Dubai | 💈Afro Barber Shop🇨🇲🇳🇬🇨🇮🇰🇪🇪🇹 🇦🇪 🇺🇬 🇺🇸 🇯🇲 etc.  | ✂️ Trim/Fade/Beard Trim/Dreads/Colour | 📞 0508423221 | 🔥Grow. Cut. Repeat.",https://uae-preview-sites-batch1.vercel.app/afro-trim
batch2-no-website,THE CUT BARBER FOR MEN | Ajman,the.cut.barber.ajman,https://www.instagram.com/the.cut.barber.ajman/,+971562114649,https://wa.me/971562114649,Gents salon,"Al Rumailah, Ajman",33,📍Ajman - AlRumailah - Abdullah bin abbas street - B3 | عجمان - الرميلة - شارع عبدالله بن العباس - B3 | 📱 0562114649 | 🕛 Open hours: 10Am - 12Am,https://uae-preview-sites-batch1.vercel.app/the-cut-barber-ajman
batch2-no-website,Al-Qima Gents Salon,alqima_salon,https://www.instagram.com/alqima_salon/,+971509063106,https://wa.me/971509063106,Gents salon,"Al Hamidiya 2, Ajman",482,"CUTS • BEARDS  • SKIN CARE • TREATMENTS | 🗓 Book now +971509063106 | 📍 Al Hamidiya 2, Ajman, UAE | Opposite Ward Lebanon Restaurant  | ⬇️Google maps",https://uae-preview-sites-batch1.vercel.app/alqima-salon
batch2-no-website,ley_bake,ley_bake,https://www.instagram.com/ley_bake/,+971521049568,https://wa.me/971521049568,Bakery,"Muweilah + Al Nahda, Sharjah",4186,"📍 Muweilah, Sharjah | 📞 Call / WhatsApp: +971 52 104 9568 | ☎️ Toll Free: 8006678 | 📍 Nahda Park Branch | 📞 Call / WhatsApp: +971 52 137 0439",https://uae-preview-sites-batch1.vercel.app/ley-bake
batch2-no-website,Dubai makeup artist,olgamuadubai,https://www.instagram.com/olgamuadubai/,,,Freelance MUA,Dubai / Belgium,11616,🪄𝐂𝐫𝐞𝐚𝐭𝐢𝐧𝐠 𝐛𝐞𝐚𝐮𝐭𝐲 𝐢𝐧 𝐃𝐮𝐛𝐚𝐢 🇦🇪  | 𝐃𝐚𝐲-𝐭𝐨-𝐝𝐚𝐲 𝐆𝐥𝐚𝐦| 𝐁𝐫𝐢𝐝𝐚𝐥| 𝐄𝐝𝐢𝐭𝐨𝐫𝐢𝐚𝐥| 𝐂𝐨𝐦𝐦𝐞𝐫𝐜𝐢𝐚𝐥 | 🎨𝐏𝐫𝐢𝐯𝐚𝐭𝐞 𝐦𝐚𝐤𝐞𝐮𝐩 𝐥𝐞𝐬𝐬𝐨𝐧𝐬 | 📩𝐅𝐨𝐫 𝐛𝐨𝐨𝐤𝐢𝐧𝐠𝐬 𝐃𝐌/𝐖𝐡𝐚𝐭𝐬𝐀𝐩𝐩,https://uae-preview-sites-batch1.vercel.app/olgamuadubai
batch2-no-website,Quran Online & Home Classes,quran_classes_dubai,https://www.instagram.com/quran_classes_dubai/,+971544170888,https://wa.me/971544170888,Quran tutor agency,Dubai homes / online,163354,"■ All tutors are certified from dubai 🇦🇪 | ■ Quran recitations, tajweed the rules of Quran, Quran memorization, Translation,Dua & prayer memorisation.",https://uae-preview-sites-batch1.vercel.app/quran-classes-dubai
batch2-no-website,Raise Education,raiseeducationdubai,https://www.instagram.com/raiseeducationdubai/,+971545399007,https://wa.me/971545399007,Tutor agency,UAE,1,,https://uae-preview-sites-batch1.vercel.app/raiseeducationdubai
batch2-no-website,Kabayan Hair and Nail homeservice,nhelgomez,https://www.facebook.com/p/Kabayan-Hair-and-Nail-homeservice-100060181116837/,+971561503202,https://wa.me/971561503202,Home hair and nails,Dubai,5383,Home salon. No website. Email mbsbeautycareservices@gmail.com,https://uae-preview-sites-batch1.vercel.app/nhelgomez
batch2-no-website,Al Ahlam Saloon,,https://www.facebook.com/p/Al-Ahlam-Saloon-100063748712890/,+97165386109,https://wa.me/97165386109,Henna salon,"Wasit St, Sharjah",1208,"Henna since 1982. Map only, no website.",https://uae-preview-sites-batch1.vercel.app/al-ahlam-saloon
batch2-no-website,HeadMaster Gents Salon,,https://www.facebook.com/p/HeadMaster-Gents-Salon-Dubai-Deira-ClockTower-100083541960214/,,,Gents salon,Deira Clock Tower,781,No website field on the page.,https://uae-preview-sites-batch1.vercel.app/headmaster-gents-salon
batch2-no-website,Nojoom Wa Fonoon Gents Salon,,https://www.facebook.com/p/Nojoom-Wa-Fonoon-Gents-Salon-100063790980751/,+971561917752,https://wa.me/971561917752,Gents salon,"Emaar Towers, Deira",260,Map link only.,https://uae-preview-sites-batch1.vercel.app/nojoom-wa-fonoon-gents-salon
batch2-no-website,Nidal Personal Care Gents Centre,,https://www.facebook.com/p/Nidal-Personal-Care-Gents-Centre-100089091121451/,+971524092032,https://wa.me/971524092032,Barber,"Al Majaz 2, Sharjah",227,Map only. Email bilalbilal067@gmail.com,https://uae-preview-sites-batch1.vercel.app/nidal-personal-care-gents-centre
batch2-no-website,Stefano Gents Salon,,https://www.facebook.com/p/Stefano-Gents-Salon-100064154945248/,+97142820000,https://wa.me/97142820000,Barber,"Garhoud, Dubai",183,Map only. Email stefanogentsalon@gmail.com,https://uae-preview-sites-batch1.vercel.app/stefano-gents-salon
batch2-wave3,AL FAYQAH AC.DEVICES SPARE PARTS TR,al_fayqah,https://www.instagram.com/al_fayqah/,+971561515798,https://wa.me/971561515798,AC parts / service,Sharjah / Ajman / Dubai,388,Customers | 🔥 Best Price in UAE | 🚗 Fast Service • Same Day Work | 📍 Location: UAE SHARJAH |  📞 Call Now for Quick Booking |       0561515798     0522012334,https://uae-preview-sites-batch1.vercel.app/al-fayqah
batch2-wave3,SM Technical Services Dubai,smtechnicalservicesdubai,https://www.instagram.com/smtechnicalservicesdubai/,+971562679587,https://wa.me/971562679587,AC / handyman,Dubai,10,"ac, Plumbing, Electrical, AC Repair & Installation, Home Maintenance, All Dubai, WhatsApp 0562679587",https://uae-preview-sites-batch1.vercel.app/smtechnicalservicesdubai
batch2-wave3,Jeeves Upper Crest,jeevesuppercrest,https://www.instagram.com/jeevesuppercrest/,,,Dry cleaner,Downtown Dubai,167,,https://uae-preview-sites-batch1.vercel.app/jeevesuppercrest
batch2-wave3,Andy pilates,andy.pilates.dubai,https://www.instagram.com/andy.pilates.dubai/,,,Private pilates,Dubai homes,7,Andy Pilates ✨ | Pilates at home 🏠 | Toning • Flexibility • Well-being | Strengthen your body & calm your mind 🌿,https://uae-preview-sites-batch1.vercel.app/andy-pilates-dubai
batch2-wave3,Physio Spark,physiospark7,https://www.instagram.com/physiospark7/,+971506892048,https://wa.me/971506892048,Home physio,Ajman / Sharjah,18,Home Physiotherapy – Ajman & Sharjah | Stroke Rehab | Back & Neck Pain | Sports Injuries | Dry Needling | 10+ Years Experience | 📞WhatsApp:  050689208,https://uae-preview-sites-batch1.vercel.app/physiospark7
batch2-wave3,"Organic henna cones , Dubai🇦🇪 Henna Artist",qulsoom_henna,https://www.instagram.com/qulsoom_henna/,,,Henna artist,"Abu Hail, Dubai",1125,💁🏼‍♀️Henna artist  | ✏️Dm for booking Bridal/ events/ party henna | 📍Dubai 🇦🇪 | @qureish_perfumes,https://uae-preview-sites-batch1.vercel.app/qulsoom-henna
batch2-wave3,TIFFIN WALA DUBAI,tiffin_wala_dubai,https://www.instagram.com/tiffin_wala_dubai/,,,Home tiffin,Dubai,23773,"Dubai’s premium pure veg Virtual kitchen for your kids & family. We undertake Catering order, Bulk orders, Prashad Boxes & lots more. | WHATSAPP LINK 👇",https://uae-preview-sites-batch1.vercel.app/tiffin-wala-dubai
batch2-wave3,حب 🧡,hobb.uae,https://www.instagram.com/hobb.uae/,,,Home photographer,Sharjah,8293,"♡ 𝖢𝖺𝗉𝗍𝗎𝗋ed from Heart ♡ | Capturing Moments, 𝖢𝗋𝖾𝖺𝗍𝗂𝗇𝗀 𝖬𝖾𝗆𝗈𝗋𝗂𝖾𝗌!💝📷🎁 | 📱+𝟗𝟕𝟏 𝟓𝟔 𝟖𝟕𝟏 𝟏𝟕𝟎𝟐 | 📍𝐒𝐇𝐀𝐑𝐉𝐀𝐇 𝐔𝐀𝐄",https://uae-preview-sites-batch1.vercel.app/hobb-uae
batch2-wave3,SHARJAH HENNA ARTIST🇦🇪,alamul_henna,https://www.instagram.com/alamul_henna/,+971564981168,https://wa.me/971564981168,Henna artist,UAE homes,8961,عالم الحنّاء ⚜️  | 8+ years of Professional Experience  | Bridal | Party  | Home services available  | Contact 0564981168 for booking 🇦🇪,https://uae-preview-sites-batch1.vercel.app/alamul-henna
batch2-wave3,HENNA ARTIST SHARJAH DUBAI 🇦🇪,henna_by_shaah,https://www.instagram.com/henna_by_shaah/,+971566220305,https://wa.me/971566220305,Henna artist,Sharjah / Dubai / UAE homes,17591,Professional Hennartist 🍁 | @__sha_hi__  | Based in Sharjah-UAE 🇦🇪  | Whatsapp +971 566220305,https://uae-preview-sites-batch1.vercel.app/henna-by-shaah
batch2-wave3,Pakistani & Indian Suits | Co ord sets | Jalabiyas | Abayas,seasons360boutique,https://www.instagram.com/seasons360boutique/,+971521540124,https://wa.me/971521540124,Ladies tailor,"Oud Metha, Dubai",2364,"👗Bespoke Tailoring for Women & Girls | ✂️Alteration for Ladies, Men & Kids | 🌟Festive outfits stitching | 👉🏻We are open on weekends | ⬇️ Whatsapp to inquire",https://uae-preview-sites-batch1.vercel.app/seasons360boutique
batch2-wave3,TOP BEAUTY SALON in DUBAI | Business Bay,fateli_beauty,https://www.instagram.com/fateli_beauty/,+971581225356,https://wa.me/971581225356,Nails salon,"Damac Business Tower, Business Bay",12809,𝐖𝐞𝐥𝐜𝐨𝐦𝐞 𝐭𝐨 𝐅𝐀𝐓𝐄𝐋𝐈 𝐁𝐞𝐚𝐮𝐭𝐲 𝐂𝐥𝐮𝐛 🎀  | 𝐅𝐨𝐫 𝐝𝐨𝐥𝐥𝐬 𝐰𝐡𝐨 𝐥𝐨𝐯𝐞 𝐭𝐨 𝐠𝐞𝐭 𝐬𝐩𝐨𝐢𝐥𝐞𝐝 💋 | Nails • Hair • Lashes • 6 Hands | 𝐁𝐮𝐬𝐢𝐧𝐞𝐬𝐬 𝐁𝐚𝐲 •  📲 +𝟗𝟕𝟏 𝟓𝟖 𝟏𝟐𝟐 𝟓𝟑𝟓𝟔,https://uae-preview-sites-batch1.vercel.app/fateli-beauty
batch2-wave3,Future.football.academy,future.fa.ae,https://www.instagram.com/future.fa.ae/,+971528786180,https://wa.me/971528786180,Home football coach,Ajman homes,2060,Football Academy | Since 2018 | Boys • Girls • Parents | Licensed & Accredited | International Training Programs | 📍Ajman – Al Jurf 2,https://uae-preview-sites-batch1.vercel.app/future-fa-ae
batch2-wave3,Al Mutamaiz Ladies Tailoring,almutamaiz_tailor,https://www.instagram.com/almutamaiz_tailor/,+971569143974,https://wa.me/971569143974,Ladies tailor,"Al Rashidiya 3, Ajman",369,"Traditional stitching quality, just like home | ☎️  0569143974 | 🚗Pickup & Delivery Available all over UAE  | 🏡Home Measurement👩‍💼 Lady Staff visit",https://uae-preview-sites-batch1.vercel.app/almutamaiz-tailor
batch2-wave3,JABAL AL MADINA LADIES TAILORING ..,jabalal_madinaladies_tailoring,https://www.instagram.com/jabalal_madinaladies_tailoring/,+971521406578,https://wa.me/971521406578,Ladies tailor,"Rawdha 3, Ajman",347,"👗 Custom Ladies Tailoring in UAE | ✨ Abayas | Dresses | Alterations | 📍 UAE Ajman Rawdha 3 | 📞 DM for orders & inquiries | 📞+971521406578,+971552549786",https://uae-preview-sites-batch1.vercel.app/jabalal-madinaladies-tailoring
batch2-wave3,munali ladies tailoring ajman,munaliladiestailoringajman,https://www.instagram.com/munaliladiestailoringajman/,+971521523290,https://wa.me/971521523290,Ladies tailor,"Nuaimiya, Ajman",5429,Munali ladies tailoring ajman call 0521523290,https://uae-preview-sites-batch1.vercel.app/munaliladiestailoringajman
batch2-wave3,Zikra Saeeda Ladies Tailoring Karama,zsladiestailoringkarama,https://www.instagram.com/zsladiestailoringkarama/,+97142283900,https://wa.me/97142283900,Ladies tailor,Karama,26,"We offers bespoke tailoring services for women, including suits, dresses, and traditional wear.",https://uae-preview-sites-batch1.vercel.app/zsladiestailoringkarama
batch2-wave3,The Stitchery,stitchery_tailoring,https://www.instagram.com/stitchery_tailoring/,+971588023375,https://wa.me/971588023375,Home tailor,Abu Dhabi,1011,"Bespoke. Private. Perfection. | 📍 UAE’s Premier Private Home Tailoring Service. | “Your style, crafted in the comfort of your home.”",https://uae-preview-sites-batch1.vercel.app/stitchery-tailoring
batch2-wave3,B A Z carwash,bazcarwash,https://www.instagram.com/bazcarwash/,+971554858821,https://wa.me/971554858821,Mobile car wash,Ajman areas,34,🚗 Mobile Car Wash Service | 🏡 We Wash Cars at Your Home & Villa | 💦 Fast • Reliable • Affordable | 📲 WhatsApp: 0554858821,https://uae-preview-sites-batch1.vercel.app/bazcarwash
batch2-fb-wave,Perfect Gents Salon,,https://www.facebook.com/p/Perfect-Gents-Salon-61553809205162/,+971554766682,https://wa.me/971554766682,Gents salon,"Sharjah, near Mega Mall",,Facebook only. No website. Email perfectgentssalon12@gmail.com,https://uae-preview-sites-batch1.vercel.app/perfect-gents-salon
batch2-fb-wave,Great Clips Gents Salon,,https://www.facebook.com/p/Great-Clips-Gents-Salon-61565734293016/,+971547001416,https://wa.me/971547001416,Gents salon,"Russia Cluster, International City",,Facebook only. No website. Email greatcgs.llc@gmail.com,https://uae-preview-sites-batch1.vercel.app/great-clips-gents-salon
batch2-fb-wave,Falcon Touch Laundry Dubai,falcon.touch.laundry.dubai,https://www.instagram.com/falcon.touch.laundry.dubai/,+971559040721,https://wa.me/971559040721,Laundry,Dubai,,Facebook and Instagram both scraped. No website. Laundry and dry cleaning.,https://uae-preview-sites-batch1.vercel.app/falcon-touch-laundry-dubai
batch2-fb-wave,Golden Image Gents Salon,,https://www.facebook.com/p/Golden-Image-Gents-Salon-61578153968192/,+971558518578,https://wa.me/971558518578,Gents salon,Sharjah,,Facebook only. No website and no Zylu link on the page. Email goldenimageshj2025@gmail.com,https://uae-preview-sites-batch1.vercel.app/golden-image-gents-salon
batch2-fb-wave,Nazih Gents Saloon,,https://www.facebook.com/p/Nazih-Gents-Saloon-100063458023281/,+971509214370,https://wa.me/971509214370,Gents salon,"Shabiya 9, MBZ City, Abu Dhabi",,Facebook only. Email info@nazihsaloon.com but that domain does not resolve. No website.,https://uae-preview-sites-batch1.vercel.app/nazih-gents-saloon
batch2-fb-wave,Emirates Women Abaya,,https://www.facebook.com/p/Emirates-Women-Abaya-100087892069254/,+971561755962,https://wa.me/971561755962,Abaya tailor,Ajman and Dubai,,Facebook only. Link is wa.me. No website.,https://uae-preview-sites-batch1.vercel.app/emirates-women-abaya
batch2-fb-wave,Zain Auto Painting Services,,https://www.facebook.com/p/Zain-Auto-Panting-Services-61552414032394/,,,Auto painting,Sharjah,,Facebook only. No website and no phone on the page.,https://uae-preview-sites-batch1.vercel.app/zain-auto-painting-services
batch2-fb-wave,Al Nahda Ladies Salon,,https://www.facebook.com/Alnahdasalon,+971551662863,https://wa.me/971551662863,Ladies salon,"Al Taawun, Sharjah",,"Facebook only. No website. Page looks stale, last indexed post 2016.",https://uae-preview-sites-batch1.vercel.app/al-nahda-ladies-salon
hunt-25sep,Aisha khan,henna_byaisha08,https://www.instagram.com/henna_byaisha08/,,,Artist,,15,Dm for menhdi orders,
hunt-25sep,Master Cleaning Services,mastercleaninguae,https://www.instagram.com/mastercleaninguae/,,,,,1,🧹 Master Cleaning Services | ✨ Professional Cleaning | Residential & Commercial | 🏠 Villas • Offices • Deep Cleaning | 🏢 Post-Construction • Sofa & Mattress,
hunt-25sep,blush and bloom,_blush.and.bloom01,https://www.instagram.com/_blush.and.bloom01/,+971557683726,https://wa.me/971557683726,,Dubai,6,"🌸 Blush & Bloom | Beauty | Glam | Confidence ✨ | 💄 Beauty that makes you bloom | 📍 Dubai, UAE | 📩 DM to book | Contact us +971557683726",
hunt-25sep,Ahbab Carpet Cleaning Services,ahbabcarpetcleaningservices,https://www.instagram.com/ahbabcarpetcleaningservices/,+971557424124,https://wa.me/971557424124,,Dubai,,Are you looking for professional carpet cleaning near me or sofa cleaning service in Dubai? Ahbab Carpet Cleaning Dubai | Contact us +971 55 742 4124,
hunt-25sep,Libaas Al Amira Tailoring,libaastailoring,https://www.instagram.com/libaastailoring/,,,,Sharjah,240,✨ Perfect Fit Tailoring for Ladies | 👗 Pakistani•Indian•Arabic Dresses | ✂️ Stitching | Alteration | 📍Al Nahda Sharjah(Near BM Tower) | 📲 WhatsApp for Booking,
hunt-25sep,Dubai Henna Artist,shifazhenna,https://www.instagram.com/shifazhenna/,+971503841004,https://wa.me/971503841004,Artist,"Dubai, Jbr",39846,Dubai Licensed Henna Artist 🇦🇪🇵🇰#dubaihennaartist #JBR #palmjumeirah #whitehenna #goldhenna         | 👉🏼Contact :0503841004,
hunt-25sep,Laura | Make-up Artist,sxl.beautyy,https://www.instagram.com/sxl.beautyy/,,,Makeup Artist,Dubai,100,💄Professional Makeup Artist ✨ | 📍Based in Dubai/Romania 🇦🇪🇷🇴 | 📩DM for bookings & inquiries,
hunt-25sep,🇦🇪Dubai Henna Artist ✍🏻| منيرة,moony.hands,https://www.instagram.com/moony.hands/,+971588766511,https://wa.me/971588766511,Designer,Dubai,304,📍Dubai | ⚜️Certified Henna Designer  | 🌸Bridal | Event | Party | ➰ Arabic | Khaliji | Indian | Moroccan  | 📥Dm for bookings  | #henna #uae #uaehenna,
hunt-25sep,techsupportdubai,uaetechservice,https://www.instagram.com/uaetechservice/,,,,Dubai,1792,TechSupportDubai Cleaning Solutions | Sofa • Carpet • Mattress Cleaning | Full Home Deep Cleaning | Safe | Professional | On-Time | 📞: 45864033,
hunt-25sep,حناء دبي Dubai henna artist🇦🇪,artistic_henna_sisters,https://www.instagram.com/artistic_henna_sisters/,,,Artist,Dubai,292,"حناء دبي | Dubai,UAE🇦🇪 | فنانة حناء في دبي 🇦🇪 | حناء عروس | حناء مناسبات | حناء أطفال | للحجز دايركت 💌 | نقوش خليجية وعربية",
hunt-25sep,Cake&Cookies,cake____cookies,https://www.instagram.com/cake____cookies/,,,Entrepreneur,,1382,Secret ingredient is always love ❤️                               Door To Door Delivery @waslvillagecommunity 🇦🇪,
hunt-25sep,_cake_and_bite_,_cakeandbite_,https://www.instagram.com/_cakeandbite_/,+971567643707,https://wa.me/971567643707,Cake Shop,"Dubai, Sharjah",80,🎂 Custom Cakes • Bento Cakes • Gifts | 💐 Bouquets • Surprise Hampers | 📍 Abu Hail • Dubai | 🚗 Delivery Dubai & Sharjah | 📲 Order on Whatsapp 💬,
hunt-25sep,Professional Makeup Artist in Dubai • Bridal • Event • Party,kimiamakeup.uae,https://www.instagram.com/kimiamakeup.uae/,+971525804443,https://wa.me/971525804443,,,1752,• Providing Services Across the UAE | • Makeup Studio In Business Bay 📍 | • Book Your Appointment Via WhatsApp 💌,
hunt-25sep,ziyarah.henna,ziyarah.henna,https://www.instagram.com/ziyarah.henna/,,,,Dubai,29,"DM for Work and Enquiries📩  | Dubai ,United Arab Emirates🇦🇪",
hunt-25sep,Elite craft technical services,elitecraft01,https://www.instagram.com/elitecraft01/,+971552884464,https://wa.me/971552884464,None,,5,🏡 Home Improvement | Maintenance and renovation services | Certified Technicians/ warranty | Call/WhatsApp  | 055 288 4464 | 0521133846 | Call 0559719927,
hunt-25sep,Jasna Ajeer,me_n_mybakes.ae,https://www.instagram.com/me_n_mybakes.ae/,,,,Dubai,1941,A bite of deliciousness  | Self taught baker👩‍🍳 | Customised cakes nd gifts | 📍Dubai,
hunt-25sep,Maimoona Ashkar,myms_cakeworld,https://www.instagram.com/myms_cakeworld/,,,,"Dubai, Sharjah",2589,"#Homebakerdubai 👩‍🍳 | 📍#dubai | #sharjah | #alwarqa | Its not only about outside “DECOR”,its also about the “QUALITY”inside | ▪️Gift hampers | ▪️DM for order",
hunt-25sep,Lemi Yazir | Cake Artist,slice_of_dreamz__,https://www.instagram.com/slice_of_dreamz__/,,,Artist,"Dubai, Sharjah",1576,"Custom Cakes & Brownies | Specialized in rich, fudgy brownies & custom bakes| baked fresh  | #sharjahbaker #homebakerindubai #sharjahcakesuae",
